instant,cnt
14535,368
14536,361
14537,370
14538,313
14539,286
14540,-3
14541,18
14542,53
14543,74
14544,95
14545,118
14546,138
14547,162
14548,168
14549,189
14550,214
14551,235
14552,258
14553,280
14554,313
14555,335
14556,350
14557,365
14558,381
14559,392
14560,378
14561,368
14562,335
14563,334
14564,11
14565,48
14566,69
14567,72
14568,94
14569,115
14570,137
14571,158
14572,196
14573,203
14574,225
14575,248
14576,285
14577,310
14578,331
14579,350
14580,362
14581,377
14582,392
14583,407
14584,420
14585,427
14586,423
14587,409
14588,30
14589,48
14590,69
14591,91
14592,112
14593,117
14594,154
14595,160
14596,200
14597,222
14598,230
14599,254
14600,290
14601,313
14602,337
14603,352
14604,365
14605,381
14606,395
14607,409
14608,416
14609,407
14610,399
14611,384
14612,14
14613,36
14614,75
14615,92
14616,98
14617,118
14618,140
14619,161
14620,169
14621,182
14622,203
14623,229
14624,268
14625,290
14626,329
14627,350
14628,367
14629,382
14630,396
14631,406
14632,397
14633,373
14634,368
14635,363
14636,24
14637,45
14638,67
14639,88
14640,109
14641,130
14642,150
14643,172
14644,196
14645,220
14646,244
14647,269
14648,292
14649,313
14650,334
14651,356
14652,375
14653,389
14654,402
14655,416
14656,424
14657,413
14658,412
14659,377
14660,26
14661,32
14662,68
14663,75
14664,95
14665,115
14666,137
14667,174
14668,200
14669,221
14670,245
14671,268
14672,293
14673,315
14674,337
14675,276
14676,280
14677,295
14678,295
14679,292
14680,315
14681,325
14682,324
14683,315
14684,8
14685,44
14686,63
14687,85
14688,104
14689,126
14690,147
14691,170
14692,194
14693,219
14694,241
14695,266
14696,290
14697,310
14698,327
14699,342
14700,355
14701,368
14702,376
14703,386
14704,381
14705,361
14706,333
14707,317
14708,25
14709,44
14710,63
14711,83
14712,104
14713,123
14714,146
14715,168
14716,192
14717,218
14718,240
14719,263
14720,283
14721,308
14722,328
14723,343
14724,358
14725,373
14726,387
14727,401
14728,400
14729,359
14730,339
14731,319
14732,24
14733,45
14734,60
14735,83
14736,104
14737,124
14738,144
14739,168
14740,192
14741,223
14742,247
14743,269
14744,291
14745,313
14746,332
14747,349
14748,364
14749,379
14750,391
14751,403
14752,376
14753,355
14754,344
14755,325
14756,22
14757,43
14758,64
14759,83
14760,105
14761,126
14762,147
14763,171
14764,194
14765,218
14766,240
14767,265
14768,291
14769,313
14770,333
14771,351
14772,366
14773,380
14774,393
14775,405
14776,399
14777,386
14778,349
14779,338
14780,24
14781,43
14782,66
14783,84
14784,105
14785,126
14786,147
14787,171
14788,194
14789,219
14790,242
14791,266
14792,290
14793,313
14794,335
14795,354
14796,369
14797,384
14798,395
14799,397
14800,388
14801,386
14802,374
14803,349
14804,25
14805,46
14806,68
14807,87
14808,108
14809,128
14810,148
14811,155
14812,178
14813,200
14814,229
14815,250
14816,273
14817,294
14818,318
14819,339
14820,361
14821,386
14822,402
14823,412
14824,405
14825,394
14826,371
14827,367
14828,27
14829,53
14830,70
14831,92
14832,97
14833,132
14834,155
14835,177
14836,198
14837,224
14838,246
14839,269
14840,291
14841,315
14842,335
14843,342
14844,362
14845,381
14846,386
14847,404
14848,390
14849,355
14850,341
14851,320
14852,27
14853,48
14854,68
14855,87
14856,108
14857,129
14858,150
14859,168
14860,194
14861,218
14862,245
14863,266
14864,289
14865,308
14866,324
14867,338
14868,353
14869,363
14870,374
14871,375
14872,358
14873,347
14874,305
14875,289
14876,22
14877,42
14878,64
14879,82
14880,104
14881,122
14882,144
14883,168
14884,189
14885,214
14886,222
14887,242
14888,264
14889,301
14890,307
14891,328
14892,347
14893,362
14894,356
14895,354
14896,352
14897,316
14898,313
14899,286
14900,-13
14901,8
14902,29
14903,66
14904,86
14905,110
14906,131
14907,151
14908,173
14909,194
14910,201
14911,238
14912,245
14913,283
14914,279
14915,296
14916,303
14917,306
14918,340
14919,346
14920,335
14921,331
14922,313
14923,316
14924,7
14925,27
14926,49
14927,70
14928,88
14929,110
14930,148
14931,170
14932,192
14933,213
14934,238
14935,264
14936,285
14937,307
14938,329
14939,348
14940,363
14941,377
14942,389
14943,387
14944,364
14945,345
14946,328
14947,310
14948,25
14949,40
14950,62
14951,82
14952,102
14953,123
14954,145
14955,165
14956,191
14957,217
14958,241
14959,268
14960,288
14961,309
14962,329
14963,350
14964,365
14965,380
14966,393
14967,385
14968,367
14969,366
14970,344
14971,337
14972,26
14973,45
14974,66
14975,84
14976,106
14977,126
14978,147
14979,170
14980,192
14981,216
14982,240
14983,264
14984,287
14985,309
14986,329
14987,351
14988,370
14989,383
14990,397
14991,403
14992,395
14993,385
14994,376
14995,380
14996,28
14997,45
14998,64
14999,86
15000,107
15001,128
15002,149
15003,173
15004,197
15005,221
15006,243
15007,268
15008,291
15009,312
15010,336
15011,355
15012,374
15013,389
15014,404
15015,413
15016,418
15017,394
15018,382
15019,376
15020,36
15021,47
15022,69
15023,86
15024,107
15025,127
15026,147
15027,170
15028,191
15029,214
15030,240
15031,262
15032,285
15033,310
15034,329
15035,345
15036,359
15037,371
15038,379
15039,373
15040,364
15041,331
15042,329
15043,300
15044,19
15045,40
15046,47
15047,83
15048,103
15049,127
15050,149
15051,167
15052,192
15053,215
15054,237
15055,262
15056,283
15057,308
15058,333
15059,349
15060,361
15061,376
15062,388
15063,397
15064,385
15065,371
15066,368
15067,332
15068,19
15069,39
15070,58
15071,81
15072,101
15073,121
15074,142
15075,163
15076,189
15077,214
15078,237
15079,263
15080,285
15081,307
15082,329
15083,351
15084,367
15085,382
15086,396
15087,410
15088,420
15089,430
15090,423
15091,416
15092,25
15093,45
15094,52
15095,73
15096,107
15097,128
15098,148
15099,169
15100,190
15101,218
15102,235
15103,262
15104,285
15105,307
15106,332
15107,353
15108,373
15109,387
15110,402
15111,415
15112,422
15113,432
15114,358
15115,370
15116,26
15117,47
15118,68
15119,90
15120,104
15121,130
15122,148
15123,175
15124,198
15125,223
15126,230
15127,254
15128,276
15129,299
15130,321
15131,343
15132,355
15133,371
15134,392
15135,414
15136,398
15137,355
15138,351
15139,338
15140,-7
15141,15
15142,32
15143,72
15144,75
15145,128
15146,132
15147,154
15148,194
15149,200
15150,223
15151,249
15152,273
15153,294
15154,315
15155,334
15156,356
15157,375
15158,398
15159,377
15160,373
15161,374
15162,381
15163,366
15164,29
15165,50
15166,57
15167,76
15168,112
15169,132
15170,152
15171,171
15172,193
15173,216
15174,240
15175,263
15176,290
15177,311
15178,333
15179,353
15180,375
15181,392
15182,403
15183,384
15184,381
15185,373
15186,355
15187,349
15188,27
15189,48
15190,67
15191,85
15192,106
15193,126
15194,146
15195,167
15196,191
15197,215
15198,243
15199,266
15200,287
15201,309
15202,329
15203,345
15204,360
15205,375
15206,381
15207,300
15208,295
15209,322
15210,304
15211,301
15212,19
15213,38
15214,62
15215,81
15216,99
15217,123
15218,143
15219,163
15220,171
15221,199
15222,238
15223,264
15224,271
15225,292
15226,314
15227,335
15228,354
15229,337
15230,336
15231,359
15232,320
15233,348
15234,311
15235,301
15236,10
15237,28
15238,49
15239,66
15240,91
15241,111
15242,118
15243,139
15244,161
15245,180
15246,201
15247,221
15248,258
15249,280
15250,286
15251,310
15252,322
15253,327
15254,327
15255,329
15256,335
15257,328
15258,352
15259,341
15260,-7
15261,29
15262,50
15263,69
15264,89
15265,112
15266,131
15267,151
15268,177
15269,198
15270,238
15271,259
15272,270
15273,290
15274,313
15275,336
15276,359
15277,388
15278,403
15279,418
15280,429
15281,387
15282,410
15283,372
15284,-4
15285,29
15286,68
15287,73
15288,95
15289,99
15290,118
15291,157
15292,195
15293,198
15294,222
15295,249
15296,274
15297,292
15298,328
15299,352
15300,372
15301,393
15302,405
15303,420
15304,424
15305,409
15306,432
15307,412
15308,27
15309,47
15310,67
15311,89
15312,109
15313,129
15314,149
15315,169
15316,198
15317,221
15318,247
15319,269
15320,293
15321,314
15322,336
15323,355
15324,380
15325,396
15326,408
15327,414
15328,407
15329,416
15330,413
15331,389
15332,25
15333,45
15334,68
15335,88
15336,108
15337,129
15338,149
15339,170
15340,194
15341,220
15342,242
15343,265
15344,293
15345,290
15346,312
15347,351
15348,371
15349,388
15350,403
15351,373
15352,370
15353,349
15354,336
15355,331
15356,21
15357,44
15358,63
15359,70
15360,91
15361,114
15362,134
15363,138
15364,158
15365,177
15366,214
15367,236
15368,258
15369,279
15370,302
15371,267
15372,262
15373,266
15374,266
15375,285
15376,303
15377,282
15378,275
15379,249
15380,0
15381,17
15382,39
15383,61
15384,80
15385,102
15386,126
15387,130
15388,153
15389,178
15390,199
15391,223
15392,243
15393,264
15394,283
15395,258
15396,263
15397,299
15398,302
15399,286
15400,252
15401,272
15402,241
15403,266
15404,-3
15405,0
15406,19
15407,40
15408,63
15409,102
15410,122
15411,158
15412,168
15413,189
15414,212
15415,236
15416,257
15417,281
15418,304
15419,324
15420,338
15421,354
15422,353
15423,348
15424,343
15425,327
15426,320
15427,315
15428,1
15429,23
15430,44
15431,65
15432,85
15433,106
15434,127
15435,165
15436,188
15437,214
15438,238
15439,259
15440,279
15441,305
15442,330
15443,351
15444,371
15445,384
15446,380
15447,398
15448,413
15449,392
15450,368
15451,347
15452,24
15453,45
15454,65
15455,85
15456,105
15457,124
15458,145
15459,165
15460,188
15461,210
15462,234
15463,262
15464,283
15465,306
15466,328
15467,348
15468,368
15469,384
15470,385
15471,369
15472,353
15473,346
15474,334
15475,337
15476,19
15477,40
15478,62
15479,78
15480,99
15481,119
15482,139
15483,161
15484,188
15485,218
15486,240
15487,262
15488,281
15489,304
15490,324
15491,343
15492,362
15493,384
15494,389
15495,375
15496,362
15497,349
15498,355
15499,319
15500,22
15501,42
15502,63
15503,79
15504,101
15505,122
15506,143
15507,165
15508,191
15509,214
15510,240
15511,262
15512,286
15513,305
15514,328
15515,349
15516,372
15517,382
15518,372
15519,363
15520,334
15521,333
15522,314
15523,337
15524,16
15525,37
15526,59
15527,79
15528,100
15529,120
15530,141
15531,163
15532,186
15533,195
15534,238
15535,260
15536,286
15537,307
15538,330
15539,349
15540,364
15541,378
15542,388
15543,384
15544,363
15545,377
15546,363
15547,333
15548,6
15549,29
15550,50
15551,69
15552,92
15553,111
15554,132
15555,155
15556,178
15557,182
15558,218
15559,239
15560,244
15561,277
15562,302
15563,338
15564,359
15565,374
15566,323
15567,314
15568,362
15569,390
15570,372
15571,342
15572,18
15573,39
15574,61
15575,82
15576,102
15577,122
15578,144
15579,166
15580,191
15581,212
15582,235
15583,255
15584,263
15585,300
15586,324
15587,344
15588,365
15589,379
15590,389
15591,374
15592,358
15593,349
15594,322
15595,306
15596,16
15597,37
15598,58
15599,76
15600,97
15601,104
15602,141
15603,160
15604,170
15605,192
15606,218
15607,243
15608,265
15609,287
15610,310
15611,332
15612,366
15613,381
15614,390
15615,379
15616,371
15617,350
15618,345
15619,339
15620,15
15621,37
15622,59
15623,77
15624,98
15625,121
15626,140
15627,161
15628,185
15629,195
15630,218
15631,244
15632,269
15633,305
15634,312
15635,331
15636,367
15637,368
15638,376
15639,378
15640,374
15641,353
15642,345
15643,329
15644,8
15645,13
15646,49
15647,72
15648,93
15649,112
15650,115
15651,138
15652,173
15653,194
15654,217
15655,256
15656,282
15657,301
15658,327
15659,345
15660,333
15661,348
15662,391
15663,384
15664,381
15665,358
15666,359
15667,334
15668,21
15669,45
15670,64
15671,84
15672,109
15673,125
15674,150
15675,168
15676,193
15677,218
15678,242
15679,263
15680,288
15681,309
15682,333
15683,353
15684,370
15685,392
15686,400
15687,381
15688,385
15689,362
15690,341
15691,318
15692,23
15693,42
15694,62
15695,82
15696,99
15697,124
15698,148
15699,169
15700,190
15701,214
15702,237
15703,259
15704,283
15705,306
15706,328
15707,344
15708,359
15709,372
15710,385
15711,369
15712,354
15713,316
15714,295
15715,292
15716,19
15717,38
15718,58
15719,83
15720,102
15721,119
15722,139
15723,164
15724,189
15725,211
15726,237
15727,263
15728,287
15729,311
15730,332
15731,354
15732,368
15733,383
15734,385
15735,390
15736,374
15737,356
15738,335
15739,324
15740,15
15741,38
15742,56
15743,80
15744,100
15745,123
15746,141
15747,149
15748,173
15749,196
15750,238
15751,265
15752,272
15753,295
15754,332
15755,352
15756,371
15757,387
15758,398
15759,412
15760,402
15761,380
15762,381
15763,362
15764,23
15765,47
15766,68
15767,84
15768,105
15769,126
15770,145
15771,166
15772,173
15773,196
15774,220
15775,261
15776,284
15777,309
15778,336
15779,355
15780,378
15781,388
15782,404
15783,402
15784,392
15785,390
15786,381
15787,356
15788,15
15789,49
15790,66
15791,67
15792,88
15793,109
15794,129
15795,151
15796,173
15797,194
15798,217
15799,238
15800,261
15801,284
15802,322
15803,346
15804,365
15805,386
15806,389
15807,387
15808,341
15809,336
15810,339
15811,337
15812,9
15813,26
15814,47
15815,67
15816,88
15817,110
15818,131
15819,152
15820,174
15821,195
15822,216
15823,240
15824,263
15825,286
15826,310
15827,333
15828,348
15829,357
15830,360
15831,357
15832,354
15833,351
15834,336
15835,362
15836,22
15837,27
15838,48
15839,85
15840,90
15841,112
15842,133
15843,169
15844,191
15845,213
15846,236
15847,260
15848,288
15849,311
15850,332
15851,330
15852,350
15853,360
15854,367
15855,348
15856,343
15857,339
15858,336
15859,342
15860,-8
15861,26
15862,48
15863,70
15864,91
15865,112
15866,134
15867,156
15868,174
15869,197
15870,218
15871,241
15872,258
15873,280
15874,301
15875,321
15876,307
15877,303
15878,279
15879,271
15880,273
15881,276
15882,268
15883,253
15884,-19
15885,220
15886,226
15887,228
15888,230
15889,230
15890,230
15891,352
15892,262
15893,254
15894,280
15895,271
15896,-5
15897,15
15898,35
15899,57
15900,75
15901,99
15902,135
15903,140
15904,179
15905,202
15906,223
15907,231
15908,272
15909,296
15910,301
15911,338
15912,330
15913,326
15914,328
15915,330
15916,326
15917,321
15918,317
15919,308
15920,19
15921,33
15922,56
15923,79
15924,85
15925,120
15926,142
15927,150
15928,173
15929,178
15930,196
15931,217
15932,238
15933,279
15934,301
15935,311
15936,317
15937,290
15938,329
15939,329
15940,321
15941,309
15942,320
15943,309
15944,17
15945,35
15946,56
15947,75
15948,98
15949,104
15950,139
15951,145
15952,186
15953,209
15954,232
15955,254
15956,276
15957,296
15958,301
15959,321
15960,357
15961,368
15962,334
15963,334
15964,321
15965,313
15966,330
15967,314
15968,21
15969,25
15970,47
15971,69
15972,88
15973,110
15974,132
15975,152
15976,174
15977,194
15978,231
15979,237
15980,257
15981,278
15982,286
15983,297
15984,300
15985,300
15986,300
15987,325
15988,310
15989,307
15990,293
15991,288
15992,15
15993,30
15994,58
15995,77
15996,96
15997,118
15998,140
15999,160
16000,185
16001,209
16002,230
16003,254
16004,275
16005,298
16006,320
16007,340
16008,355
16009,332
16010,330
16011,321
16012,297
16013,277
16014,269
16015,236
16016,-2
16017,19
16018,40
16019,60
16020,82
16021,102
16022,124
16023,146
16024,167
16025,187
16026,225
16027,248
16028,270
16029,293
16030,317
16031,337
16032,351
16033,339
16034,335
16035,321
16036,319
16037,307
16038,284
16039,264
16040,11
16041,31
16042,52
16043,72
16044,93
16045,97
16046,133
16047,153
16048,175
16049,200
16050,226
16051,250
16052,271
16053,293
16054,317
16055,331
16056,342
16057,329
16058,327
16059,312
16060,304
16061,276
16062,270
16063,289
16064,-2
16065,16
16066,38
16067,59
16068,81
16069,102
16070,121
16071,142
16072,163
16073,184
16074,206
16075,230
16076,252
16077,271
16078,282
16079,288
16080,294
16081,298
16082,299
16083,286
16084,297
16085,291
16086,245
16087,226
16088,-18
16089,3
16090,42
16091,85
16092,107
16093,144
16094,163
16095,187
16096,208
16097,230
16098,253
16099,277
16100,302
16101,323
16102,344
16103,365
16104,383
16105,390
16106,376
16107,377
16108,347
16109,324
16110,321
16111,16
16112,36
16113,58
16114,76
16115,98
16116,120
16117,139
16118,159
16119,185
16120,204
16121,228
16122,253
16123,277
16124,301
16125,323
16126,344
16127,366
16128,370
16129,370
16130,318
16131,323
16132,303
16133,305
16134,287
16135,16
16136,35
16137,59
16138,79
16139,94
16140,119
16141,134
16142,158
16143,186
16144,209
16145,237
16146,256
16147,285
16148,310
16149,333
16150,351
16151,375
16152,387
16153,359
16154,360
16155,342
16156,316
16157,307
16158,293
16159,13
16160,35
16161,53
16162,78
16163,96
16164,114
16165,136
16166,157
16167,179
16168,206
16169,230
16170,256
16171,282
16172,305
16173,333
16174,348
16175,362
16176,377
16177,384
16178,357
16179,332
16180,325
16181,304
16182,294
16183,5
16184,23
16185,45
16186,66
16187,87
16188,106
16189,126
16190,149
16191,170
16192,192
16193,217
16194,241
16195,265
16196,290
16197,308
16198,328
16199,350
16200,370
16201,352
16202,362
16203,320
16204,293
16205,335
16206,310
16207,2
16208,-1
16209,17
16210,39
16211,77
16212,97
16213,100
16214,123
16215,144
16216,166
16217,186
16218,242
16219,266
16220,289
16221,313
16222,338
16223,357
16224,344
16225,338
16226,328
16227,316
16228,312
16229,285
16230,275
16231,10
16232,29
16233,50
16234,71
16235,91
16236,112
16237,135
16238,154
16239,180
16240,202
16241,226
16242,247
16243,274
16244,293
16245,316
16246,335
16247,341
16248,334
16249,326
16250,315
16251,309
16252,299
16253,285
16254,260
16255,-1
16256,17
16257,36
16258,59
16259,81
16260,103
16261,122
16262,144
16263,166
16264,189
16265,210
16266,233
16267,255
16268,280
16269,297
16270,303
16271,301
16272,306
16273,306
16274,294
16275,319
16276,276
16277,272
16278,271
16279,0
16280,20
16281,39
16282,62
16283,83
16284,105
16285,127
16286,146
16287,170
16288,209
16289,229
16290,254
16291,276
16292,300
16293,323
16294,343
16295,363
16296,349
16297,335
16298,345
16299,340
16300,326
16301,312
16302,306
16303,19
16304,36
16305,56
16306,77
16307,96
16308,117
16309,137
16310,159
16311,182
16312,211
16313,233
16314,258
16315,281
16316,302
16317,324
16318,345
16319,357
16320,351
16321,329
16322,315
16323,274
16324,269
16325,265
16326,245
16327,-2
16328,33
16329,52
16330,58
16331,78
16332,114
16333,135
16334,156
16335,178
16336,201
16337,224
16338,249
16339,271
16340,292
16341,313
16342,337
16343,318
16344,306
16345,315
16346,306
16347,296
16348,291
16349,266
16350,272
16351,13
16352,19
16353,39
16354,61
16355,82
16356,103
16357,124
16358,144
16359,165
16360,187
16361,208
16362,231
16363,254
16364,294
16365,316
16366,337
16367,355
16368,332
16369,330
16370,327
16371,312
16372,310
16373,299
16374,290
16375,12
16376,36
16377,38
16378,61
16379,82
16380,104
16381,123
16382,159
16383,181
16384,191
16385,214
16386,235
16387,258
16388,282
16389,302
16390,324
16391,318
16392,315
16393,316
16394,304
16395,289
16396,309
16397,305
16398,281
16399,13
16400,32
16401,49
16402,70
16403,91
16404,112
16405,134
16406,154
16407,162
16408,202
16409,230
16410,253
16411,278
16412,300
16413,323
16414,345
16415,365
16416,369
16417,371
16418,355
16419,318
16420,324
16421,313
16422,292
16423,2
16424,22
16425,38
16426,59
16427,77
16428,101
16429,125
16430,142
16431,164
16432,193
16433,217
16434,246
16435,270
16436,293
16437,316
16438,337
16439,349
16440,346
16441,325
16442,286
16443,278
16444,282
16445,268
16446,251
16447,15
16448,31
16449,52
16450,76
16451,93
16452,115
16453,136
16454,157
16455,175
16456,201
16457,227
16458,254
16459,279
16460,301
16461,325
16462,344
16463,343
16464,351
16465,345
16466,352
16467,376
16468,377
16469,390
16470,372
16471,25
16472,40
16473,59
16474,81
16475,99
16476,122
16477,142
16478,149
16479,167
16480,189
16481,212
16482,235
16483,254
16484,296
16485,316
16486,325
16487,316
16488,305
16489,307
16490,296
16491,282
16492,275
16493,274
16494,266
16495,12
16496,35
16497,53
16498,80
16499,102
16500,103
16501,126
16502,146
16503,165
16504,187
16505,223
16506,233
16507,253
16508,261
16509,281
16510,322
16511,318
16512,302
16513,288
16514,277
16515,251
16516,254
16517,232
16518,215
16519,9
16520,29
16521,50
16522,72
16523,94
16524,111
16525,136
16526,159
16527,180
16528,203
16529,230
16530,254
16531,279
16532,300
16533,322
16534,342
16535,362
16536,369
16537,339
16538,321
16539,319
16540,312
16541,290
16542,263
16543,-1
16544,18
16545,38
16546,45
16547,61
16548,97
16549,119
16550,125
16551,147
16552,184
16553,189
16554,198
16555,202
16556,206
16557,213
16558,268
16559,271
16560,277
16561,289
16562,292
16563,282
16564,264
16565,258
16566,235
16567,-8
16568,13
16569,34
16570,56
16571,77
16572,100
16573,120
16574,144
16575,177
16576,203
16577,228
16578,250
16579,269
16580,293
16581,314
16582,337
16583,355
16584,349
16585,342
16586,332
16587,328
16588,314
16589,296
16590,281
16591,13
16592,32
16593,54
16594,91
16595,115
16596,137
16597,159
16598,176
16599,204
16600,224
16601,253
16602,275
16603,300
16604,315
16605,335
16606,350
16607,348
16608,329
16609,315
16610,312
16611,284
16612,276
16613,282
16614,10
16615,31
16616,53
16617,74
16618,94
16619,113
16620,133
16621,156
16622,161
16623,199
16624,212
16625,236
16626,262
16627,284
16628,305
16629,322
16630,357
16631,346
16632,291
16633,312
16634,307
16635,293
16636,286
16637,255
16638,14
16639,35
16640,41
16641,59
16642,97
16643,115
16644,135
16645,141
16646,162
16647,181
16648,202
16649,230
16650,236
16651,251
16652,266
16653,289
16654,281
16655,263
16656,262
16657,253
16658,283
16659,240
16660,235
16661,241
16662,-5
16663,16
16664,38
16665,56
16666,77
16667,98
16668,115
16669,136
16670,160
16671,180
16672,207
16673,227
16674,247
16675,291
16676,316
16677,337
16678,313
16679,261
16680,309
16681,290
16682,292
16683,299
16684,293
16685,272
16686,0
16687,35
16688,57
16689,76
16690,95
16691,114
16692,137
16693,142
16694,179
16695,203
16696,228
